Timestamp,Congestion Event,cwnd,sshthresh
2020-04-21 16:34:02.932267,,5840,1460
2020-04-21 16:34:02.932267,Triple Duplicate,1460,2920
2020-04-21 16:34:02.932268,,2920,2920
2020-04-21 16:34:02.932268,,4380,2920
2020-04-21 16:34:02.932268,Triple Duplicate,1460,2190
2020-04-21 16:34:02.937447,Retransmission,1460,1460
2020-04-21 16:34:02.937527,,2920,1460
2020-04-21 16:34:02.937527,,4380,1460
2020-04-21 16:34:03.044132,Retransmission,1460,2190
2020-04-21 16:34:03.044204,,2190,2190
2020-04-21 16:34:03.044860,Retransmission,1460,1460
2020-04-21 16:34:03.044917,,2920,1460
2020-04-21 16:34:03.044918,,4380,1460
2020-04-21 16:34:03.044918,Triple Duplicate,1460,2190
2020-04-21 16:34:03.044919,,2190,2190
2020-04-21 16:34:03.044919,,3650,2190
2020-04-21 16:34:03.044920,Triple Duplicate,1460,1825
2020-04-21 16:34:03.044920,,1825,1825
2020-04-21 16:34:03.044921,,3285,1825
2020-04-21 16:34:03.044921,Triple Duplicate,1460,1642
2020-04-21 16:34:03.047000,Retransmission,1460,1460
2020-04-21 16:34:03.047042,,2920,1460
2020-04-21 16:34:03.047937,Retransmission,1460,1460
2020-04-21 16:34:03.047994,,2920,1460
2020-04-21 16:34:03.047994,,4380,1460
2020-04-21 16:34:03.047995,Triple Duplicate,1460,2190
2020-04-21 16:34:03.047995,,2190,2190
2020-04-21 16:34:03.047997,,3650,2190
2020-04-21 16:34:03.047997,Triple Duplicate,1460,1825
2020-04-21 16:34:03.047997,,1825,1825
2020-04-21 16:34:03.047998,,3285,1825
2020-04-21 16:34:03.047999,Triple Duplicate,1460,1642
2020-04-21 16:34:03.047999,,1642,1642
2020-04-21 16:34:03.048515,Retransmission,1460,1460
2020-04-21 16:34:03.048591,,2920,1460
2020-04-21 16:34:03.048591,,4380,1460
2020-04-21 16:34:03.048592,Triple Duplicate,1460,2190
2020-04-21 16:34:03.048592,,2190,2190
2020-04-21 16:34:03.048593,,3650,2190
2020-04-21 16:34:03.048593,Triple Duplicate,1460,1825
2020-04-21 16:34:03.048594,,1825,1825
2020-04-21 16:34:03.048594,,3285,1825
2020-04-21 16:34:03.048595,Triple Duplicate,1460,1642
2020-04-21 16:34:03.048595,,1642,1642
2020-04-21 16:34:03.048596,,3102,1642
2020-04-21 16:34:03.048596,Triple Duplicate,1460,1551
2020-04-21 16:34:03.048597,,1551,1551
2020-04-21 16:34:03.048598,Triple Duplicate,1460,1460
2020-04-21 16:34:03.048598,,2920,1460
2020-04-21 16:34:03.048598,,4380,1460
2020-04-21 16:34:03.048599,,5840,1460
2020-04-21 16:34:03.048600,Triple Duplicate,1460,2920
2020-04-21 16:34:03.048600,,2920,2920
2020-04-21 16:34:03.048601,,4380,2920
2020-04-21 16:34:03.050078,Retransmission,1460,2190
2020-04-21 16:34:03.050173,,2190,2190
2020-04-21 16:34:03.050174,,3650,2190
2020-04-21 16:34:03.050174,Triple Duplicate,1460,1825
2020-04-21 16:34:03.050175,,1825,1825
2020-04-21 16:34:03.050175,,3285,1825
2020-04-21 16:34:03.050176,Triple Duplicate,1460,1642
2020-04-21 16:34:03.050177,,1642,1642
2020-04-21 16:34:03.050177,,3102,1642
2020-04-21 16:34:03.050178,Triple Duplicate,1460,1551
2020-04-21 16:34:03.050179,,1551,1551
2020-04-21 16:34:03.050179,,3011,1551
2020-04-21 16:34:03.050179,Triple Duplicate,1460,1505
2020-04-21 16:34:03.050180,,1505,1505
2020-04-21 16:34:03.050181,,2965,1505
2020-04-21 16:34:03.050182,Triple Duplicate,1460,1482
2020-04-21 16:34:03.050182,,1482,1482
2020-04-21 16:34:03.050183,,2942,1482
2020-04-21 16:34:03.050183,Triple Duplicate,1460,1471
2020-04-21 16:34:03.050184,,1471,1471
2020-04-21 16:34:03.050184,,2931,1471
2020-04-21 16:34:03.050185,,4391,1471
2020-04-21 16:34:03.050185,Triple Duplicate,1460,2195
2020-04-21 16:34:03.050186,,2195,2195
2020-04-21 16:34:03.050187,Triple Duplicate,1460,1460
2020-04-21 16:34:03.050187,,2920,1460
2020-04-21 16:34:03.050188,,4380,1460
2020-04-21 16:34:03.050188,Triple Duplicate,1460,2190
2020-04-21 16:34:03.050189,,2190,2190
2020-04-21 16:34:03.050189,,3650,2190
2020-04-21 16:34:03.050190,Triple Duplicate,1460,1825
2020-04-21 16:34:03.050190,,1825,1825
2020-04-21 16:34:03.050191,,3285,1825
2020-04-21 16:34:03.051558,Retransmission,1460,1642
2020-04-21 16:34:03.051692,,1642,1642
2020-04-21 16:34:03.051692,,3102,1642
2020-04-21 16:34:03.051693,Triple Duplicate,1460,1551
2020-04-21 16:34:03.051693,,1551,1551
2020-04-21 16:34:03.051694,Triple Duplicate,1460,1460
2020-04-21 16:34:03.051694,,2920,1460
2020-04-21 16:34:03.051695,,4380,1460
2020-04-21 16:34:03.051695,,5840,1460
2020-04-21 16:34:03.051695,Triple Duplicate,1460,2920
2020-04-21 16:34:03.051696,,2920,2920
2020-04-21 16:34:03.051696,,4380,2920
2020-04-21 16:34:03.051697,Triple Duplicate,1460,2190
2020-04-21 16:34:03.051697,,2190,2190
2020-04-21 16:34:03.051698,Triple Duplicate,1460,1460
2020-04-21 16:34:03.051698,,2920,1460
2020-04-21 16:34:03.051699,,4380,1460
2020-04-21 16:34:03.051699,,5840,1460
2020-04-21 16:34:03.051700,Triple Duplicate,1460,2920
2020-04-21 16:34:03.051700,,2920,2920
2020-04-21 16:34:03.051700,,4380,2920
2020-04-21 16:34:03.051701,Triple Duplicate,1460,2190
2020-04-21 16:34:03.051701,,2190,2190
2020-04-21 16:34:03.051702,Triple Duplicate,1460,1460
2020-04-21 16:34:03.051702,,2920,1460
2020-04-21 16:34:03.051703,,4380,1460
2020-04-21 16:34:03.051703,,5840,1460
2020-04-21 16:34:03.051703,Triple Duplicate,1460,2920
2020-04-21 16:34:03.051704,,2920,2920
2020-04-21 16:34:03.051704,,4380,2920
2020-04-21 16:34:03.051705,Triple Duplicate,1460,2190
2020-04-21 16:34:03.051705,,2190,2190
2020-04-21 16:34:03.051706,,3650,2190
2020-04-21 16:34:03.052052,Retransmission,1460,1825
2020-04-21 16:34:03.052128,,1825,1825
2020-04-21 16:34:03.052129,,3285,1825
2020-04-21 16:34:03.052129,Triple Duplicate,1460,1642
2020-04-21 16:34:03.052130,,1642,1642
2020-04-21 16:34:03.052130,,3102,1642
2020-04-21 16:34:03.052131,,4562,1642
2020-04-21 16:34:03.052131,,6022,1642
2020-04-21 16:34:03.052131,Triple Duplicate,1460,3011
2020-04-21 16:34:03.052132,Triple Duplicate,1460,1460
2020-04-21 16:34:03.052132,,2920,1460
2020-04-21 16:34:03.052132,,4380,1460
2020-04-21 16:34:03.060444,Retransmission,1460,2190
2020-04-21 16:34:03.060500,,2190,2190
2020-04-21 16:34:03.060501,,3650,2190
2020-04-21 16:34:03.060501,Triple Duplicate,1460,1825
2020-04-21 16:34:03.060501,,1825,1825
2020-04-21 16:34:03.060501,,3285,1825
2020-04-21 16:34:03.060502,Triple Duplicate,1460,1642
2020-04-21 16:34:03.060502,,1642,1642
2020-04-21 16:34:03.060503,,3102,1642
2020-04-21 16:34:03.060503,Triple Duplicate,1460,1551
2020-04-21 16:34:03.060503,,1551,1551
2020-04-21 16:34:03.060504,,3011,1551
2020-04-21 16:34:03.060504,Triple Duplicate,1460,1505
2020-04-21 16:34:03.060504,,1505,1505
2020-04-21 16:34:03.060505,,2965,1505
2020-04-21 16:34:03.062218,Retransmission,1460,1482
2020-04-21 16:34:03.062255,,1482,1482
2020-04-21 16:34:03.062255,,2942,1482
2020-04-21 16:34:03.062256,Triple Duplicate,1460,1471
2020-04-21 16:34:03.062256,,1471,1471
2020-04-21 16:34:03.064087,Retransmission,1460,1460
2020-04-21 16:34:03.064128,,2920,1460
2020-04-21 16:34:03.064128,,4380,1460
2020-04-21 16:34:03.064128,Triple Duplicate,1460,2190
2020-04-21 16:34:03.064129,,2190,2190
2020-04-21 16:34:03.064129,,3650,2190
2020-04-21 16:34:03.064129,Triple Duplicate,1460,1825
2020-04-21 16:34:03.064130,,1825,1825
2020-04-21 16:34:03.064130,,3285,1825
2020-04-21 16:34:03.065269,Retransmission,1460,1642
2020-04-21 16:34:03.065297,,1642,1642
2020-04-21 16:34:03.067901,Retransmission,1460,1460
2020-04-21 16:34:03.067930,,2920,1460
2020-04-21 16:34:03.067931,,4380,1460
2020-04-21 16:34:03.170493,Retransmission,1460,2190
2020-04-21 16:34:03.170636,,2190,2190
2020-04-21 16:34:03.170637,,3650,2190
2020-04-21 16:34:03.170638,Triple Duplicate,1460,1825
2020-04-21 16:34:03.170639,,1825,1825
2020-04-21 16:34:03.170640,,3285,1825
2020-04-21 16:34:03.170641,Triple Duplicate,1460,1642
2020-04-21 16:34:03.170642,,1642,1642
2020-04-21 16:34:03.170642,,3102,1642
2020-04-21 16:34:03.170643,Triple Duplicate,1460,1551
2020-04-21 16:34:03.170644,,1551,1551
2020-04-21 16:34:03.171121,Retransmission,1460,1460
2020-04-21 16:34:03.171249,,2920,1460
2020-04-21 16:34:03.171250,,4380,1460
2020-04-21 16:34:03.171250,Triple Duplicate,1460,2190
2020-04-21 16:34:03.171251,,2190,2190
2020-04-21 16:34:03.171252,,3650,2190
2020-04-21 16:34:03.171712,Retransmission,1460,1825
2020-04-21 16:34:03.171839,,1825,1825
2020-04-21 16:34:03.171840,,3285,1825
2020-04-21 16:34:03.171841,Triple Duplicate,1460,1642
2020-04-21 16:34:03.171841,,1642,1642
2020-04-21 16:34:03.171842,,3102,1642
2020-04-21 16:34:03.171843,Triple Duplicate,1460,1551
2020-04-21 16:34:03.175388,Retransmission,1460,1460
2020-04-21 16:34:03.175570,,2920,1460
2020-04-21 16:34:03.175571,,4380,1460
2020-04-21 16:34:03.175572,Triple Duplicate,1460,2190
2020-04-21 16:34:03.175573,,2190,2190
2020-04-21 16:34:03.175573,,3650,2190
2020-04-21 16:34:03.175574,,5110,2190
2020-04-21 16:34:03.175574,Triple Duplicate,1460,2555
2020-04-21 16:34:03.175575,,2555,2555
2020-04-21 16:34:03.175576,Triple Duplicate,1460,1460
2020-04-21 16:34:03.175577,,2920,1460
2020-04-21 16:34:03.175578,,4380,1460
2020-04-21 16:34:03.175578,Triple Duplicate,1460,2190
2020-04-21 16:34:03.175579,,2190,2190
2020-04-21 16:34:03.175580,,3650,2190
2020-04-21 16:34:03.175580,Triple Duplicate,1460,1825
2020-04-21 16:34:03.175581,,1825,1825
2020-04-21 16:34:03.175581,,3285,1825
2020-04-21 16:34:03.175582,Triple Duplicate,1460,1642
2020-04-21 16:34:03.176072,Retransmission,1460,1460
2020-04-21 16:34:03.176221,,2920,1460
2020-04-21 16:34:03.176222,,4380,1460
2020-04-21 16:34:03.176223,Triple Duplicate,1460,2190
2020-04-21 16:34:03.176223,,2190,2190
2020-04-21 16:34:03.176224,,3650,2190
2020-04-21 16:34:03.176225,Triple Duplicate,1460,1825
2020-04-21 16:34:03.176225,,1825,1825
2020-04-21 16:34:03.176226,,3285,1825
2020-04-21 16:34:03.176227,Triple Duplicate,1460,1642
2020-04-21 16:34:03.176227,,1642,1642
2020-04-21 16:34:03.176228,,3102,1642
2020-04-21 16:34:03.176229,Triple Duplicate,1460,1551
2020-04-21 16:34:03.176539,Retransmission,1460,1460
2020-04-21 16:34:03.176731,,2920,1460
2020-04-21 16:34:03.176732,,4380,1460
2020-04-21 16:34:03.176732,Triple Duplicate,1460,2190
2020-04-21 16:34:03.176733,,2190,2190
2020-04-21 16:34:03.176734,,3650,2190
2020-04-21 16:34:03.176735,Triple Duplicate,1460,1825
2020-04-21 16:34:03.176735,,1825,1825
2020-04-21 16:34:03.176736,,3285,1825
2020-04-21 16:34:03.176737,,4745,1825
2020-04-21 16:34:03.176737,Triple Duplicate,1460,2372
2020-04-21 16:34:03.176738,,2372,2372
2020-04-21 16:34:03.176739,Triple Duplicate,1460,1460
2020-04-21 16:34:03.176739,,2920,1460
2020-04-21 16:34:03.176740,,4380,1460
2020-04-21 16:34:03.176741,Triple Duplicate,1460,2190
2020-04-21 16:34:03.176741,,2190,2190
2020-04-21 16:34:03.176742,,3650,2190
2020-04-21 16:34:03.176743,,5110,2190
2020-04-21 16:34:03.176743,Triple Duplicate,1460,2555
2020-04-21 16:34:03.176744,,2555,2555
2020-04-21 16:34:03.176745,Triple Duplicate,1460,1460
2020-04-21 16:34:03.176745,,2920,1460
2020-04-21 16:34:03.176746,,4380,1460
2020-04-21 16:34:03.176747,Triple Duplicate,1460,2190
2020-04-21 16:34:03.176747,,2190,2190
2020-04-21 16:34:03.176748,,3650,2190
2020-04-21 16:34:03.176749,,5110,2190
2020-04-21 16:34:03.176749,Triple Duplicate,1460,2555
2020-04-21 16:34:03.176750,,2555,2555
2020-04-21 16:34:03.176751,Triple Duplicate,1460,1460
2020-04-21 16:34:03.176752,,2920,1460
2020-04-21 16:34:03.176752,,4380,1460
2020-04-21 16:34:03.179141,Retransmission,1460,2190
2020-04-21 16:34:03.179321,,2190,2190
2020-04-21 16:34:03.179322,,3650,2190
2020-04-21 16:34:03.179323,Triple Duplicate,1460,1825
2020-04-21 16:34:03.179324,,1825,1825
2020-04-21 16:34:03.179324,,3285,1825
2020-04-21 16:34:03.179325,Triple Duplicate,1460,1642
2020-04-21 16:34:03.179326,,1642,1642
2020-04-21 16:34:03.179327,,3102,1642
2020-04-21 16:34:03.179327,Triple Duplicate,1460,1551
2020-04-21 16:34:03.179332,,1551,1551
2020-04-21 16:34:03.179333,Triple Duplicate,1460,1460
2020-04-21 16:34:03.179333,,2920,1460
2020-04-21 16:34:03.179334,,4380,1460
2020-04-21 16:34:03.179335,,5840,1460
2020-04-21 16:34:03.179336,Triple Duplicate,1460,2920
2020-04-21 16:34:03.179336,,2920,2920
2020-04-21 16:34:03.179337,,4380,2920
2020-04-21 16:34:03.179338,Triple Duplicate,1460,2190
2020-04-21 16:34:03.179338,,2190,2190
2020-04-21 16:34:03.179339,,3650,2190
2020-04-21 16:34:03.179340,Triple Duplicate,1460,1825
2020-04-21 16:34:03.179340,,1825,1825
2020-04-21 16:34:03.179476,Retransmission,1460,1460
2020-04-21 16:34:03.179569,,2920,1460
2020-04-21 16:34:03.179569,,4380,1460
2020-04-21 16:34:03.179570,Triple Duplicate,1460,2190
2020-04-21 16:34:03.179571,,2190,2190
2020-04-21 16:34:03.179571,,3650,2190
2020-04-21 16:34:03.179572,Triple Duplicate,1460,1825
2020-04-21 16:34:03.179573,,1825,1825
2020-04-21 16:34:03.179573,,3285,1825
2020-04-21 16:34:03.179574,Triple Duplicate,1460,1642
2020-04-21 16:34:03.179574,,1642,1642
2020-04-21 16:34:03.181123,Retransmission,1460,1460
2020-04-21 16:34:03.181203,,2920,1460
2020-04-21 16:34:03.186746,Retransmission,1460,1460
2020-04-21 16:34:03.186871,,2920,1460
2020-04-21 16:34:03.186872,,4380,1460
2020-04-21 16:34:03.186873,Triple Duplicate,1460,2190
2020-04-21 16:34:03.186873,,2190,2190
2020-04-21 16:34:03.186874,,3650,2190
2020-04-21 16:34:03.186875,,5110,2190
2020-04-21 16:34:03.186875,Triple Duplicate,1460,2555
2020-04-21 16:34:03.186876,,2555,2555
2020-04-21 16:34:03.186877,,4015,2555
2020-04-21 16:34:03.186877,Triple Duplicate,1460,2007
2020-04-21 16:34:03.186878,,2007,2007
2020-04-21 16:34:03.186879,Triple Duplicate,1460,1460
2020-04-21 16:34:03.186879,,2920,1460
2020-04-21 16:34:03.186880,,4380,1460
2020-04-21 16:34:03.187693,Retransmission,1460,2190
2020-04-21 16:34:03.187817,,2190,2190
2020-04-21 16:34:03.187818,,3650,2190
2020-04-21 16:34:03.187818,Triple Duplicate,1460,1825
2020-04-21 16:34:03.187819,,1825,1825
2020-04-21 16:34:03.190868,Retransmission,1460,1460
2020-04-21 16:34:03.191000,,2920,1460
2020-04-21 16:34:03.191000,,4380,1460
2020-04-21 16:34:03.191001,Triple Duplicate,1460,2190
2020-04-21 16:34:03.191002,,2190,2190
2020-04-21 16:34:03.191003,Triple Duplicate,1460,1460
2020-04-21 16:34:03.191003,,2920,1460
2020-04-21 16:34:03.191004,,4380,1460
2020-04-21 16:34:03.191005,,5840,1460
2020-04-21 16:34:03.193429,Retransmission,1460,2920
2020-04-21 16:34:03.193547,,2920,2920
2020-04-21 16:34:03.193548,,4380,2920
2020-04-21 16:34:03.193549,Triple Duplicate,1460,2190
2020-04-21 16:34:03.295220,Retransmission,1460,1460
2020-04-21 16:34:03.295365,,2920,1460
2020-04-21 16:34:03.295365,,4380,1460
2020-04-21 16:34:03.295366,Triple Duplicate,1460,2190
2020-04-21 16:34:03.295367,,2190,2190
2020-04-21 16:34:03.295368,,3650,2190
2020-04-21 16:34:03.295368,Triple Duplicate,1460,1825
2020-04-21 16:34:03.295369,,1825,1825
2020-04-21 16:34:03.295370,Triple Duplicate,1460,1460
2020-04-21 16:34:03.295370,,2920,1460
2020-04-21 16:34:03.295371,,4380,1460
2020-04-21 16:34:03.295940,Retransmission,1460,2190
2020-04-21 16:34:03.296088,,2190,2190
2020-04-21 16:34:03.296089,,3650,2190
2020-04-21 16:34:03.296090,Triple Duplicate,1460,1825
2020-04-21 16:34:03.296091,,1825,1825
2020-04-21 16:34:03.296092,,3285,1825
2020-04-21 16:34:03.296093,Triple Duplicate,1460,1642
2020-04-21 16:34:03.296094,,1642,1642
2020-04-21 16:34:03.296094,,3102,1642
2020-04-21 16:34:03.296095,Triple Duplicate,1460,1551
2020-04-21 16:34:03.296096,,1551,1551
2020-04-21 16:34:03.296097,,3011,1551
2020-04-21 16:34:03.296641,Retransmission,1460,1505
2020-04-21 16:34:03.296815,,1505,1505
2020-04-21 16:34:03.296815,,2965,1505
2020-04-21 16:34:03.296816,Triple Duplicate,1460,1482
2020-04-21 16:34:03.296817,,1482,1482
2020-04-21 16:34:03.296818,,2942,1482
2020-04-21 16:34:03.296818,Triple Duplicate,1460,1471
2020-04-21 16:34:03.296819,,1471,1471
2020-04-21 16:34:03.296820,,2931,1471
2020-04-21 16:34:03.296820,Triple Duplicate,1460,1465
2020-04-21 16:34:03.296821,,1465,1465
2020-04-21 16:34:03.296822,,2925,1465
2020-04-21 16:34:03.296822,Triple Duplicate,1460,1462
2020-04-21 16:34:03.296823,,1462,1462
2020-04-21 16:34:03.296824,,2922,1462
2020-04-21 16:34:03.296824,Triple Duplicate,1460,1461
2020-04-21 16:34:03.296825,,1461,1461
2020-04-21 16:34:03.296826,,2921,1461
2020-04-21 16:34:03.296826,Triple Duplicate,1460,1460
2020-04-21 16:34:03.300115,Retransmission,1460,1460
2020-04-21 16:34:03.300273,,2920,1460
2020-04-21 16:34:03.300274,Triple Duplicate,1460,1460
2020-04-21 16:34:03.300274,,2920,1460
2020-04-21 16:34:03.300275,,4380,1460
2020-04-21 16:34:03.300276,,5840,1460
2020-04-21 16:34:03.300277,Triple Duplicate,1460,2920
2020-04-21 16:34:03.300278,,2920,2920
2020-04-21 16:34:03.300278,,4380,2920
2020-04-21 16:34:03.300279,Triple Duplicate,1460,2190
2020-04-21 16:34:03.300280,,2190,2190
2020-04-21 16:34:03.300280,,3650,2190
2020-04-21 16:34:03.300281,Triple Duplicate,1460,1825
2020-04-21 16:34:03.300390,Retransmission,1460,1460
2020-04-21 16:34:03.300527,,2920,1460
2020-04-21 16:34:03.300528,,4380,1460
2020-04-21 16:34:03.300529,Triple Duplicate,1460,2190
2020-04-21 16:34:03.300530,,2190,2190
2020-04-21 16:34:03.300530,,3650,2190
2020-04-21 16:34:03.300531,Triple Duplicate,1460,1825
2020-04-21 16:34:03.300532,,1825,1825
2020-04-21 16:34:03.300532,,3285,1825
2020-04-21 16:34:03.300533,Triple Duplicate,1460,1642
2020-04-21 16:34:03.300533,,1642,1642
2020-04-21 16:34:03.300534,,3102,1642
2020-04-21 16:34:03.300535,Triple Duplicate,1460,1551
2020-04-21 16:34:03.300535,,1551,1551
2020-04-21 16:34:03.300536,,3011,1551
2020-04-21 16:34:03.300537,Triple Duplicate,1460,1505
2020-04-21 16:34:03.300537,,1505,1505
2020-04-21 16:34:03.300538,,2965,1505
2020-04-21 16:34:03.300539,Triple Duplicate,1460,1482
2020-04-21 16:34:03.300539,,1482,1482
2020-04-21 16:34:03.300540,,2942,1482
2020-04-21 16:34:03.300540,Triple Duplicate,1460,1471
2020-04-21 16:34:03.300541,,1471,1471
2020-04-21 16:34:03.300542,,2931,1471
2020-04-21 16:34:03.300543,Triple Duplicate,1460,1465
2020-04-21 16:34:03.302124,Retransmission,1460,1460
2020-04-21 16:34:03.302257,Retransmission,1460,1460
2020-04-21 16:34:03.302280,,2920,1460
2020-04-21 16:34:03.302282,,4380,1460
2020-04-21 16:34:03.302283,Triple Duplicate,1460,2190
2020-04-21 16:34:03.302283,,2190,2190
2020-04-21 16:34:03.302285,,3650,2190
2020-04-21 16:34:03.302286,Triple Duplicate,1460,1825
2020-04-21 16:34:03.302286,,1825,1825
2020-04-21 16:34:03.302287,,3285,1825
2020-04-21 16:34:03.302438,Triple Duplicate,1460,1642
2020-04-21 16:34:03.302439,,1642,1642
2020-04-21 16:34:03.302439,,3102,1642
2020-04-21 16:34:03.302440,Triple Duplicate,1460,1551
2020-04-21 16:34:03.302441,,1551,1551
2020-04-21 16:34:03.302442,,3011,1551
2020-04-21 16:34:03.302442,Triple Duplicate,1460,1505
2020-04-21 16:34:03.302443,,1505,1505
2020-04-21 16:34:03.302444,,2965,1505
2020-04-21 16:34:03.302445,Triple Duplicate,1460,1482
2020-04-21 16:34:03.302446,,1482,1482
2020-04-21 16:34:03.302447,,2942,1482
2020-04-21 16:34:03.302448,Triple Duplicate,1460,1471
2020-04-21 16:34:03.302449,,1471,1471
2020-04-21 16:34:03.302450,,2931,1471
2020-04-21 16:34:03.302451,Triple Duplicate,1460,1465
2020-04-21 16:34:03.302452,,1465,1465
2020-04-21 16:34:03.302452,,2925,1465
2020-04-21 16:34:03.302453,Triple Duplicate,1460,1462
2020-04-21 16:34:03.302454,,1462,1462
2020-04-21 16:34:03.302455,,2922,1462
2020-04-21 16:34:03.302860,Retransmission,1460,1461
2020-04-21 16:34:03.302996,,1461,1461
2020-04-21 16:34:03.302997,,2921,1461
2020-04-21 16:34:03.302998,Triple Duplicate,1460,1460
2020-04-21 16:34:03.302999,,2920,1460
2020-04-21 16:34:03.302999,,4380,1460
2020-04-21 16:34:03.303000,Triple Duplicate,1460,2190
2020-04-21 16:34:03.303001,,2190,2190
2020-04-21 16:34:03.303001,,3650,2190
2020-04-21 16:34:03.303002,Triple Duplicate,1460,1825
2020-04-21 16:34:03.303003,,1825,1825
2020-04-21 16:34:03.303004,,3285,1825
2020-04-21 16:34:03.303005,Triple Duplicate,1460,1642
2020-04-21 16:34:03.305553,Retransmission,1460,1460
2020-04-21 16:34:03.305706,,2920,1460
2020-04-21 16:34:03.305707,,4380,1460
2020-04-21 16:34:03.305708,Triple Duplicate,1460,2190
2020-04-21 16:34:03.305709,,2190,2190
2020-04-21 16:34:03.305710,,3650,2190
2020-04-21 16:34:03.305710,Triple Duplicate,1460,1825
2020-04-21 16:34:03.305711,,1825,1825
2020-04-21 16:34:03.305712,Triple Duplicate,1460,1460
2020-04-21 16:34:03.305712,,2920,1460
2020-04-21 16:34:03.305713,,4380,1460
2020-04-21 16:34:03.305713,,5840,1460
2020-04-21 16:34:03.305714,Triple Duplicate,1460,2920
2020-04-21 16:34:03.305715,,2920,2920
2020-04-21 16:34:03.305715,,4380,2920
2020-04-21 16:34:03.306226,Retransmission,1460,2190
2020-04-21 16:34:03.306345,,2190,2190
2020-04-21 16:34:03.306346,,3650,2190
2020-04-21 16:34:03.306346,Triple Duplicate,1460,1825
2020-04-21 16:34:03.306347,,1825,1825
2020-04-21 16:34:03.309197,Retransmission,1460,1460
2020-04-21 16:34:03.309332,,2920,1460
2020-04-21 16:34:03.309333,,4380,1460
2020-04-21 16:34:03.309333,Triple Duplicate,1460,2190
2020-04-21 16:34:03.309334,,2190,2190
2020-04-21 16:34:03.309335,Triple Duplicate,1460,1460
2020-04-21 16:34:03.309335,,2920,1460
2020-04-21 16:34:03.309336,,4380,1460
2020-04-21 16:34:03.309337,,5840,1460
2020-04-21 16:34:03.312979,Retransmission,1460,2920
2020-04-21 16:34:03.313099,,2920,2920
2020-04-21 16:34:03.313100,,4380,2920
2020-04-21 16:34:03.313101,Triple Duplicate,1460,2190
2020-04-21 16:34:03.427678,Retransmission,1460,1460
2020-04-21 16:34:03.427819,,2920,1460
2020-04-21 16:34:03.427820,,4380,1460
2020-04-21 16:34:03.427821,Triple Duplicate,1460,2190
2020-04-21 16:34:03.427822,,2190,2190
2020-04-21 16:34:03.427822,,3650,2190
2020-04-21 16:34:03.427823,Triple Duplicate,1460,1825
2020-04-21 16:34:03.427824,,1825,1825
2020-04-21 16:34:03.427824,,3285,1825
2020-04-21 16:34:03.427825,Triple Duplicate,1460,1642
2020-04-21 16:34:03.427826,,1642,1642
2020-04-21 16:34:03.428557,Retransmission,1460,1460
2020-04-21 16:34:03.428703,,2920,1460
2020-04-21 16:34:03.428704,,4380,1460
2020-04-21 16:34:03.428705,Triple Duplicate,1460,2190
2020-04-21 16:34:03.428706,,2190,2190
2020-04-21 16:34:03.428706,,3650,2190
2020-04-21 16:34:03.428707,Triple Duplicate,1460,1825
2020-04-21 16:34:03.428708,,1825,1825
2020-04-21 16:34:03.428708,,3285,1825
2020-04-21 16:34:03.428709,Triple Duplicate,1460,1642
2020-04-21 16:34:03.428709,,1642,1642
2020-04-21 16:34:03.428710,,3102,1642
2020-04-21 16:34:03.429081,Retransmission,1460,1551
2020-04-21 16:34:03.429224,,1551,1551
2020-04-21 16:34:03.429225,,3011,1551
2020-04-21 16:34:03.429226,Triple Duplicate,1460,1505
2020-04-21 16:34:03.429227,,1505,1505
2020-04-21 16:34:03.429227,,2965,1505
2020-04-21 16:34:03.429228,Triple Duplicate,1460,1482
2020-04-21 16:34:03.429228,,1482,1482
2020-04-21 16:34:03.429229,,2942,1482
2020-04-21 16:34:03.429230,Triple Duplicate,1460,1471
2020-04-21 16:34:03.429231,,1471,1471
2020-04-21 16:34:03.429231,,2931,1471
2020-04-21 16:34:03.429232,Triple Duplicate,1460,1465
2020-04-21 16:34:03.429233,,1465,1465
2020-04-21 16:34:03.429234,Triple Duplicate,1460,1460
2020-04-21 16:34:03.429234,,2920,1460
2020-04-21 16:34:03.429235,,4380,1460
2020-04-21 16:34:03.429235,,5840,1460
2020-04-21 16:34:03.429236,Triple Duplicate,1460,2920
2020-04-21 16:34:03.430740,Retransmission,1460,1460
2020-04-21 16:34:03.430891,,2920,1460
2020-04-21 16:34:03.430892,,4380,1460
2020-04-21 16:34:03.430893,,5840,1460
2020-04-21 16:34:03.430893,Triple Duplicate,1460,2920
2020-04-21 16:34:03.430894,,2920,2920
2020-04-21 16:34:03.430895,Triple Duplicate,1460,1460
2020-04-21 16:34:03.430895,,2920,1460
2020-04-21 16:34:03.430896,,4380,1460
2020-04-21 16:34:03.430897,Triple Duplicate,1460,2190
2020-04-21 16:34:03.430897,,2190,2190
2020-04-21 16:34:03.430898,,3650,2190
2020-04-21 16:34:03.430899,Triple Duplicate,1460,1825
2020-04-21 16:34:03.434667,Retransmission,1460,1460
2020-04-21 16:34:03.434866,Retransmission,1460,1460
2020-04-21 16:34:03.434909,,2920,1460
2020-04-21 16:34:03.434910,,4380,1460
2020-04-21 16:34:03.434911,Triple Duplicate,1460,2190
2020-04-21 16:34:03.434912,,2190,2190
2020-04-21 16:34:03.434912,,3650,2190
2020-04-21 16:34:03.434913,Triple Duplicate,1460,1825
2020-04-21 16:34:03.434914,,1825,1825
