Timestamp,Event,cwnd,sstresh,Phase
2020-04-21 16:34:03.296824,Triple Duplicate,5842,1462,Fast Recovery
2020-04-21 16:34:03.296825,,1462,1462,Congestion Avoidance
2020-04-21 16:34:03.296826,,2922,1462,Congestion Avoidance
2020-04-21 16:34:03.296826,Triple Duplicate,5841,1461,Fast Recovery
2020-04-21 16:34:03.300115,Retransmission,1460,2920,Slow Start
2020-04-21 16:34:03.300273,,2920,2920,Congestion Avoidance
2020-04-21 16:34:03.300274,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.300274,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.300275,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.300276,,4380,1460,Congestion Avoidance
2020-04-21 16:34:03.300277,Triple Duplicate,6570,2190,Fast Recovery
2020-04-21 16:34:03.300278,,2190,2190,Congestion Avoidance
2020-04-21 16:34:03.300278,,3650,2190,Congestion Avoidance
2020-04-21 16:34:03.300279,Triple Duplicate,6205,1825,Fast Recovery
2020-04-21 16:34:03.300280,,1825,1825,Congestion Avoidance
2020-04-21 16:34:03.300280,,3285,1825,Congestion Avoidance
2020-04-21 16:34:03.300281,Triple Duplicate,6022,1642,Fast Recovery
2020-04-21 16:34:03.300390,Retransmission,1460,3011,Slow Start
2020-04-21 16:34:03.300527,,2920,3011,Slow Start
2020-04-21 16:34:03.300528,,3011,3011,Congestion Avoidance
2020-04-21 16:34:03.300529,Triple Duplicate,5885,1505,Fast Recovery
2020-04-21 16:34:03.300530,,1505,1505,Congestion Avoidance
2020-04-21 16:34:03.300530,,2965,1505,Congestion Avoidance
2020-04-21 16:34:03.300531,Triple Duplicate,5862,1482,Fast Recovery
2020-04-21 16:34:03.300532,,1482,1482,Congestion Avoidance
2020-04-21 16:34:03.300532,,2942,1482,Congestion Avoidance
2020-04-21 16:34:03.300533,Triple Duplicate,5851,1471,Fast Recovery
2020-04-21 16:34:03.300533,,1471,1471,Congestion Avoidance
2020-04-21 16:34:03.300534,,2931,1471,Congestion Avoidance
2020-04-21 16:34:03.300535,Triple Duplicate,5845,1465,Fast Recovery
2020-04-21 16:34:03.300535,,1465,1465,Congestion Avoidance
2020-04-21 16:34:03.300536,,2925,1465,Congestion Avoidance
2020-04-21 16:34:03.300537,Triple Duplicate,5842,1462,Fast Recovery
2020-04-21 16:34:03.300537,,1462,1462,Congestion Avoidance
2020-04-21 16:34:03.300538,,2922,1462,Congestion Avoidance
2020-04-21 16:34:03.300539,Triple Duplicate,5841,1461,Fast Recovery
2020-04-21 16:34:03.300539,,1461,1461,Congestion Avoidance
2020-04-21 16:34:03.300540,,2921,1461,Congestion Avoidance
2020-04-21 16:34:03.300540,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.300541,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.300542,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.300543,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.302124,Retransmission,1460,2920,Slow Start
2020-04-21 16:34:03.302257,Retransmission,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.302280,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.302282,,4380,1460,Congestion Avoidance
2020-04-21 16:34:03.302283,Triple Duplicate,6570,2190,Fast Recovery
2020-04-21 16:34:03.302283,,2190,2190,Congestion Avoidance
2020-04-21 16:34:03.302285,,3650,2190,Congestion Avoidance
2020-04-21 16:34:03.302286,Triple Duplicate,6205,1825,Fast Recovery
2020-04-21 16:34:03.302286,,1825,1825,Congestion Avoidance
2020-04-21 16:34:03.302287,,3285,1825,Congestion Avoidance
2020-04-21 16:34:03.302438,Triple Duplicate,6022,1642,Fast Recovery
2020-04-21 16:34:03.302439,,1642,1642,Congestion Avoidance
2020-04-21 16:34:03.302439,,3102,1642,Congestion Avoidance
2020-04-21 16:34:03.302440,Triple Duplicate,5931,1551,Fast Recovery
2020-04-21 16:34:03.302441,,1551,1551,Congestion Avoidance
2020-04-21 16:34:03.302442,,3011,1551,Congestion Avoidance
2020-04-21 16:34:03.302442,Triple Duplicate,5885,1505,Fast Recovery
2020-04-21 16:34:03.302443,,1505,1505,Congestion Avoidance
2020-04-21 16:34:03.302444,,2965,1505,Congestion Avoidance
2020-04-21 16:34:03.302445,Triple Duplicate,5862,1482,Fast Recovery
2020-04-21 16:34:03.302446,,1482,1482,Congestion Avoidance
2020-04-21 16:34:03.302447,,2942,1482,Congestion Avoidance
2020-04-21 16:34:03.302448,Triple Duplicate,5851,1471,Fast Recovery
2020-04-21 16:34:03.302449,,1471,1471,Congestion Avoidance
2020-04-21 16:34:03.302450,,2931,1471,Congestion Avoidance
2020-04-21 16:34:03.302451,Triple Duplicate,5845,1465,Fast Recovery
2020-04-21 16:34:03.302452,,1465,1465,Congestion Avoidance
2020-04-21 16:34:03.302452,,2925,1465,Congestion Avoidance
2020-04-21 16:34:03.302453,Triple Duplicate,5842,1462,Fast Recovery
2020-04-21 16:34:03.302454,,1462,1462,Congestion Avoidance
2020-04-21 16:34:03.302455,,2922,1462,Congestion Avoidance
2020-04-21 16:34:03.302860,Retransmission,1460,1461,Slow Start
2020-04-21 16:34:03.302996,,1461,1461,Congestion Avoidance
2020-04-21 16:34:03.302997,,2921,1461,Congestion Avoidance
2020-04-21 16:34:03.302998,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.302999,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.302999,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.303000,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.303001,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.303001,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.303002,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.303003,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.303004,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.303005,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.305553,Retransmission,1460,2920,Slow Start
2020-04-21 16:34:03.305706,,2920,2920,Congestion Avoidance
2020-04-21 16:34:03.305707,,4380,2920,Congestion Avoidance
2020-04-21 16:34:03.305708,Triple Duplicate,6570,2190,Fast Recovery
2020-04-21 16:34:03.305709,,2190,2190,Congestion Avoidance
2020-04-21 16:34:03.305710,,3650,2190,Congestion Avoidance
2020-04-21 16:34:03.305710,Triple Duplicate,6205,1825,Fast Recovery
2020-04-21 16:34:03.305711,,1825,1825,Congestion Avoidance
2020-04-21 16:34:03.305712,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.305712,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.305713,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.305713,,4380,1460,Congestion Avoidance
2020-04-21 16:34:03.305714,Triple Duplicate,6570,2190,Fast Recovery
2020-04-21 16:34:03.305715,,2190,2190,Congestion Avoidance
2020-04-21 16:34:03.305715,,3650,2190,Congestion Avoidance
2020-04-21 16:34:03.306226,Retransmission,1460,1825,Slow Start
2020-04-21 16:34:03.306345,,1825,1825,Congestion Avoidance
2020-04-21 16:34:03.306346,,3285,1825,Congestion Avoidance
2020-04-21 16:34:03.306346,Triple Duplicate,6022,1642,Fast Recovery
2020-04-21 16:34:03.306347,,1642,1642,Congestion Avoidance
2020-04-21 16:34:03.309197,Retransmission,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.309332,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.309333,,4380,1460,Congestion Avoidance
2020-04-21 16:34:03.309333,Triple Duplicate,6570,2190,Fast Recovery
2020-04-21 16:34:03.309334,,2190,2190,Congestion Avoidance
2020-04-21 16:34:03.309335,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.309335,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.309336,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.309337,,4380,1460,Congestion Avoidance
2020-04-21 16:34:03.312979,Retransmission,1460,2190,Slow Start
2020-04-21 16:34:03.313099,,2190,2190,Congestion Avoidance
2020-04-21 16:34:03.313100,,3650,2190,Congestion Avoidance
2020-04-21 16:34:03.313101,Triple Duplicate,6205,1825,Fast Recovery
2020-04-21 16:34:03.427678,Retransmission,1460,3102,Slow Start
2020-04-21 16:34:03.427819,,2920,3102,Slow Start
2020-04-21 16:34:03.427820,,3102,3102,Congestion Avoidance
2020-04-21 16:34:03.427821,Triple Duplicate,5931,1551,Fast Recovery
2020-04-21 16:34:03.427822,,1551,1551,Congestion Avoidance
2020-04-21 16:34:03.427822,,3011,1551,Congestion Avoidance
2020-04-21 16:34:03.427823,Triple Duplicate,5885,1505,Fast Recovery
2020-04-21 16:34:03.427824,,1505,1505,Congestion Avoidance
2020-04-21 16:34:03.427824,,2965,1505,Congestion Avoidance
2020-04-21 16:34:03.427825,Triple Duplicate,5862,1482,Fast Recovery
2020-04-21 16:34:03.427826,,1482,1482,Congestion Avoidance
2020-04-21 16:34:03.428557,Retransmission,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.428703,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.428704,,4380,1460,Congestion Avoidance
2020-04-21 16:34:03.428705,Triple Duplicate,6570,2190,Fast Recovery
2020-04-21 16:34:03.428706,,2190,2190,Congestion Avoidance
2020-04-21 16:34:03.428706,,3650,2190,Congestion Avoidance
2020-04-21 16:34:03.428707,Triple Duplicate,6205,1825,Fast Recovery
2020-04-21 16:34:03.428708,,1825,1825,Congestion Avoidance
2020-04-21 16:34:03.428708,,3285,1825,Congestion Avoidance
2020-04-21 16:34:03.428709,Triple Duplicate,6022,1642,Fast Recovery
2020-04-21 16:34:03.428709,,1642,1642,Congestion Avoidance
2020-04-21 16:34:03.428710,,3102,1642,Congestion Avoidance
2020-04-21 16:34:03.429081,Retransmission,1460,1551,Slow Start
2020-04-21 16:34:03.429224,,1551,1551,Congestion Avoidance
2020-04-21 16:34:03.429225,,3011,1551,Congestion Avoidance
2020-04-21 16:34:03.429226,Triple Duplicate,5885,1505,Fast Recovery
2020-04-21 16:34:03.429227,,1505,1505,Congestion Avoidance
2020-04-21 16:34:03.429227,,2965,1505,Congestion Avoidance
2020-04-21 16:34:03.429228,Triple Duplicate,5862,1482,Fast Recovery
2020-04-21 16:34:03.429228,,1482,1482,Congestion Avoidance
2020-04-21 16:34:03.429229,,2942,1482,Congestion Avoidance
2020-04-21 16:34:03.429230,Triple Duplicate,5851,1471,Fast Recovery
2020-04-21 16:34:03.429231,,1471,1471,Congestion Avoidance
2020-04-21 16:34:03.429231,,2931,1471,Congestion Avoidance
2020-04-21 16:34:03.429232,Triple Duplicate,5845,1465,Fast Recovery
2020-04-21 16:34:03.429233,,1465,1465,Congestion Avoidance
2020-04-21 16:34:03.429234,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.429234,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.429235,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.429235,,4380,1460,Congestion Avoidance
2020-04-21 16:34:03.429236,Triple Duplicate,6570,2190,Fast Recovery
2020-04-21 16:34:03.430740,Retransmission,1460,3285,Slow Start
2020-04-21 16:34:03.430891,,2920,3285,Slow Start
2020-04-21 16:34:03.430892,,3285,3285,Congestion Avoidance
2020-04-21 16:34:03.430893,,4745,3285,Congestion Avoidance
2020-04-21 16:34:03.430893,Triple Duplicate,6752,2372,Fast Recovery
2020-04-21 16:34:03.430894,,2372,2372,Congestion Avoidance
2020-04-21 16:34:03.430895,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.430895,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.430896,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.430897,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.430897,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.430898,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.430899,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.434667,Retransmission,1460,2920,Slow Start
2020-04-21 16:34:03.434866,Retransmission,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.434909,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.434910,,4380,1460,Congestion Avoidance
2020-04-21 16:34:03.434911,Triple Duplicate,6570,2190,Fast Recovery
2020-04-21 16:34:03.434912,,2190,2190,Congestion Avoidance
2020-04-21 16:34:03.434912,,3650,2190,Congestion Avoidance
2020-04-21 16:34:03.434913,Triple Duplicate,6205,1825,Fast Recovery
2020-04-21 16:34:03.434914,,1825,1825,Congestion Avoidance
2020-04-21 16:34:03.434915,,3285,1825,Congestion Avoidance
2020-04-21 16:34:03.434915,Triple Duplicate,6022,1642,Fast Recovery
2020-04-21 16:34:03.434916,,1642,1642,Congestion Avoidance
2020-04-21 16:34:03.434917,,3102,1642,Congestion Avoidance
2020-04-21 16:34:03.434917,Triple Duplicate,5931,1551,Fast Recovery
2020-04-21 16:34:03.434918,,1551,1551,Congestion Avoidance
2020-04-21 16:34:03.434919,,3011,1551,Congestion Avoidance
2020-04-21 16:34:03.434920,Triple Duplicate,5885,1505,Fast Recovery
2020-04-21 16:34:03.434920,,1505,1505,Congestion Avoidance
2020-04-21 16:34:03.434921,,2965,1505,Congestion Avoidance
2020-04-21 16:34:03.434922,Triple Duplicate,5862,1482,Fast Recovery
2020-04-21 16:34:03.434923,,1482,1482,Congestion Avoidance
2020-04-21 16:34:03.434923,,2942,1482,Congestion Avoidance
2020-04-21 16:34:03.434924,Triple Duplicate,5851,1471,Fast Recovery
2020-04-21 16:34:03.434925,,1471,1471,Congestion Avoidance
2020-04-21 16:34:03.434925,,2931,1471,Congestion Avoidance
2020-04-21 16:34:03.434926,Triple Duplicate,5845,1465,Fast Recovery
2020-04-21 16:34:03.434927,,1465,1465,Congestion Avoidance
2020-04-21 16:34:03.434928,,2925,1465,Congestion Avoidance
2020-04-21 16:34:03.434928,Triple Duplicate,5842,1462,Fast Recovery
2020-04-21 16:34:03.434929,,1462,1462,Congestion Avoidance
2020-04-21 16:34:03.434930,,2922,1462,Congestion Avoidance
2020-04-21 16:34:03.434931,,4382,1462,Congestion Avoidance
2020-04-21 16:34:03.434931,Triple Duplicate,6571,2191,Fast Recovery
2020-04-21 16:34:03.434932,,2191,2191,Congestion Avoidance
2020-04-21 16:34:03.435026,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.435026,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.435027,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.435028,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.435029,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.435030,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.435030,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.437099,Retransmission,1460,2920,Slow Start
2020-04-21 16:34:03.437284,,2920,2920,Congestion Avoidance
2020-04-21 16:34:03.437285,,4380,2920,Congestion Avoidance
2020-04-21 16:34:03.437285,Triple Duplicate,6570,2190,Fast Recovery
2020-04-21 16:34:03.437286,,2190,2190,Congestion Avoidance
2020-04-21 16:34:03.437287,,3650,2190,Congestion Avoidance
2020-04-21 16:34:03.437288,Triple Duplicate,6205,1825,Fast Recovery
2020-04-21 16:34:03.437288,,1825,1825,Congestion Avoidance
2020-04-21 16:34:03.437289,,3285,1825,Congestion Avoidance
2020-04-21 16:34:03.437290,Triple Duplicate,6022,1642,Fast Recovery
2020-04-21 16:34:03.437290,,1642,1642,Congestion Avoidance
2020-04-21 16:34:03.437291,,3102,1642,Congestion Avoidance
2020-04-21 16:34:03.437292,Triple Duplicate,5931,1551,Fast Recovery
2020-04-21 16:34:03.437292,,1551,1551,Congestion Avoidance
2020-04-21 16:34:03.437293,,3011,1551,Congestion Avoidance
2020-04-21 16:34:03.438131,Retransmission,1460,1505,Slow Start
2020-04-21 16:34:03.438276,,1505,1505,Congestion Avoidance
2020-04-21 16:34:03.438277,,2965,1505,Congestion Avoidance
2020-04-21 16:34:03.438278,Triple Duplicate,5862,1482,Fast Recovery
2020-04-21 16:34:03.438279,,1482,1482,Congestion Avoidance
2020-04-21 16:34:03.438279,,2942,1482,Congestion Avoidance
2020-04-21 16:34:03.438280,Triple Duplicate,5851,1471,Fast Recovery
2020-04-21 16:34:03.438280,,1471,1471,Congestion Avoidance
2020-04-21 16:34:03.438281,,2931,1471,Congestion Avoidance
2020-04-21 16:34:03.438282,Triple Duplicate,5845,1465,Fast Recovery
2020-04-21 16:34:03.438282,,1465,1465,Congestion Avoidance
2020-04-21 16:34:03.438283,,2925,1465,Congestion Avoidance
2020-04-21 16:34:03.438284,Triple Duplicate,5842,1462,Fast Recovery
2020-04-21 16:34:03.440672,Retransmission,1460,2921,Slow Start
2020-04-21 16:34:03.440828,,2920,2921,Slow Start
2020-04-21 16:34:03.440829,,2921,2921,Congestion Avoidance
2020-04-21 16:34:03.440829,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.440830,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.440831,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.440831,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.440832,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.440833,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.440833,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.440834,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.440835,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.440835,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.440836,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.440837,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.441534,Retransmission,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.441686,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.441687,,4380,1460,Congestion Avoidance
2020-04-21 16:34:03.441688,Triple Duplicate,6570,2190,Fast Recovery
2020-04-21 16:34:03.441688,,2190,2190,Congestion Avoidance
2020-04-21 16:34:03.441689,,3650,2190,Congestion Avoidance
2020-04-21 16:34:03.441690,Triple Duplicate,6205,1825,Fast Recovery
2020-04-21 16:34:03.441691,,1825,1825,Congestion Avoidance
2020-04-21 16:34:03.441691,,3285,1825,Congestion Avoidance
2020-04-21 16:34:03.441692,Triple Duplicate,6022,1642,Fast Recovery
2020-04-21 16:34:03.441693,,1642,1642,Congestion Avoidance
2020-04-21 16:34:03.441693,,3102,1642,Congestion Avoidance
2020-04-21 16:34:03.441694,Triple Duplicate,5931,1551,Fast Recovery
2020-04-21 16:34:03.441805,Retransmission,1460,2965,Slow Start
2020-04-21 16:34:03.441859,,2920,2965,Slow Start
2020-04-21 16:34:03.441859,,2965,2965,Congestion Avoidance
2020-04-21 16:34:03.441860,Triple Duplicate,5862,1482,Fast Recovery
2020-04-21 16:34:03.548089,Retransmission,1460,2931,Slow Start
2020-04-21 16:34:03.548232,,2920,2931,Slow Start
2020-04-21 16:34:03.548232,,2931,2931,Congestion Avoidance
2020-04-21 16:34:03.548233,Triple Duplicate,5845,1465,Fast Recovery
2020-04-21 16:34:03.548234,,1465,1465,Congestion Avoidance
2020-04-21 16:34:03.548234,,2925,1465,Congestion Avoidance
2020-04-21 16:34:03.548235,Triple Duplicate,5842,1462,Fast Recovery
2020-04-21 16:34:03.548236,,1462,1462,Congestion Avoidance
2020-04-21 16:34:03.548236,,2922,1462,Congestion Avoidance
2020-04-21 16:34:03.548237,Triple Duplicate,5841,1461,Fast Recovery
2020-04-21 16:34:03.548238,,1461,1461,Congestion Avoidance
2020-04-21 16:34:03.548983,Retransmission,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.549131,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.549132,,4380,1460,Congestion Avoidance
2020-04-21 16:34:03.549133,Triple Duplicate,6570,2190,Fast Recovery
2020-04-21 16:34:03.549134,,2190,2190,Congestion Avoidance
2020-04-21 16:34:03.549134,,3650,2190,Congestion Avoidance
2020-04-21 16:34:03.549135,Triple Duplicate,6205,1825,Fast Recovery
2020-04-21 16:34:03.549136,,1825,1825,Congestion Avoidance
2020-04-21 16:34:03.549136,,3285,1825,Congestion Avoidance
2020-04-21 16:34:03.549137,Triple Duplicate,6022,1642,Fast Recovery
2020-04-21 16:34:03.549138,,1642,1642,Congestion Avoidance
2020-04-21 16:34:03.549138,,3102,1642,Congestion Avoidance
2020-04-21 16:34:03.550017,Retransmission,1460,1551,Slow Start
2020-04-21 16:34:03.550187,,1551,1551,Congestion Avoidance
2020-04-21 16:34:03.550188,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.550188,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.550189,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.550190,,4380,1460,Congestion Avoidance
2020-04-21 16:34:03.550190,Triple Duplicate,6570,2190,Fast Recovery
2020-04-21 16:34:03.550191,,2190,2190,Congestion Avoidance
2020-04-21 16:34:03.550192,,3650,2190,Congestion Avoidance
2020-04-21 16:34:03.550192,Triple Duplicate,6205,1825,Fast Recovery
2020-04-21 16:34:03.550193,,1825,1825,Congestion Avoidance
2020-04-21 16:34:03.550194,,3285,1825,Congestion Avoidance
2020-04-21 16:34:03.550194,Triple Duplicate,6022,1642,Fast Recovery
2020-04-21 16:34:03.550195,,1642,1642,Congestion Avoidance
2020-04-21 16:34:03.550196,,3102,1642,Congestion Avoidance
2020-04-21 16:34:03.550196,Triple Duplicate,5931,1551,Fast Recovery
2020-04-21 16:34:03.550197,,1551,1551,Congestion Avoidance
2020-04-21 16:34:03.550198,,3011,1551,Congestion Avoidance
2020-04-21 16:34:03.550199,Triple Duplicate,5885,1505,Fast Recovery
2020-04-21 16:34:03.551766,Retransmission,1460,2942,Slow Start
2020-04-21 16:34:03.551918,,2920,2942,Slow Start
2020-04-21 16:34:03.551919,,2942,2942,Congestion Avoidance
2020-04-21 16:34:03.551920,Triple Duplicate,5851,1471,Fast Recovery
2020-04-21 16:34:03.551920,,1471,1471,Congestion Avoidance
2020-04-21 16:34:03.551921,,2931,1471,Congestion Avoidance
2020-04-21 16:34:03.551922,Triple Duplicate,5845,1465,Fast Recovery
2020-04-21 16:34:03.551923,,1465,1465,Congestion Avoidance
2020-04-21 16:34:03.551923,,2925,1465,Congestion Avoidance
2020-04-21 16:34:03.551924,Triple Duplicate,5842,1462,Fast Recovery
2020-04-21 16:34:03.551924,,1462,1462,Congestion Avoidance
2020-04-21 16:34:03.551925,,2922,1462,Congestion Avoidance
2020-04-21 16:34:03.551926,Triple Duplicate,5841,1461,Fast Recovery
2020-04-21 16:34:03.553734,Retransmission,1460,2920,Slow Start
2020-04-21 16:34:03.553897,,2920,2920,Congestion Avoidance
2020-04-21 16:34:03.553898,,4380,2920,Congestion Avoidance
2020-04-21 16:34:03.553898,Triple Duplicate,6570,2190,Fast Recovery
2020-04-21 16:34:03.553899,,2190,2190,Congestion Avoidance
2020-04-21 16:34:03.553900,,3650,2190,Congestion Avoidance
2020-04-21 16:34:03.553901,Triple Duplicate,6205,1825,Fast Recovery
2020-04-21 16:34:03.553902,,1825,1825,Congestion Avoidance
2020-04-21 16:34:03.553902,,3285,1825,Congestion Avoidance
2020-04-21 16:34:03.553903,Triple Duplicate,6022,1642,Fast Recovery
2020-04-21 16:34:03.553904,,1642,1642,Congestion Avoidance
2020-04-21 16:34:03.553904,,3102,1642,Congestion Avoidance
2020-04-21 16:34:03.553905,Triple Duplicate,5931,1551,Fast Recovery
2020-04-21 16:34:03.553905,,1551,1551,Congestion Avoidance
2020-04-21 16:34:03.553906,,3011,1551,Congestion Avoidance
2020-04-21 16:34:03.555578,Retransmission,1460,1505,Slow Start
2020-04-21 16:34:03.555695,,1505,1505,Congestion Avoidance
2020-04-21 16:34:03.555695,,2965,1505,Congestion Avoidance
2020-04-21 16:34:03.555696,Triple Duplicate,5862,1482,Fast Recovery
2020-04-21 16:34:03.555696,,1482,1482,Congestion Avoidance
2020-04-21 16:34:03.555697,,2942,1482,Congestion Avoidance
2020-04-21 16:34:03.555697,Triple Duplicate,5851,1471,Fast Recovery
2020-04-21 16:34:03.555698,Triple Duplicate,7311,1471,Fast Recovery
2020-04-21 16:34:03.555698,,1471,1471,Congestion Avoidance
2020-04-21 16:34:03.555698,,2931,1471,Congestion Avoidance
2020-04-21 16:34:03.555699,,4391,1471,Congestion Avoidance
2020-04-21 16:34:03.555699,,5851,1471,Congestion Avoidance
2020-04-21 16:34:03.555700,Triple Duplicate,7305,2925,Fast Recovery
2020-04-21 16:34:03.555700,,2925,2925,Congestion Avoidance
2020-04-21 16:34:03.555701,,4385,2925,Congestion Avoidance
2020-04-21 16:34:03.555701,Triple Duplicate,6572,2192,Fast Recovery
2020-04-21 16:34:03.555702,,2192,2192,Congestion Avoidance
2020-04-21 16:34:03.555702,,3652,2192,Congestion Avoidance
2020-04-21 16:34:03.555702,Triple Duplicate,6206,1826,Fast Recovery
2020-04-21 16:34:03.555703,,1826,1826,Congestion Avoidance
2020-04-21 16:34:03.555703,,3286,1826,Congestion Avoidance
2020-04-21 16:34:03.555704,Triple Duplicate,6023,1643,Fast Recovery
2020-04-21 16:34:03.555704,,1643,1643,Congestion Avoidance
2020-04-21 16:34:03.555705,,3103,1643,Congestion Avoidance
2020-04-21 16:34:03.555705,Triple Duplicate,5931,1551,Fast Recovery
2020-04-21 16:34:03.555706,,1551,1551,Congestion Avoidance
2020-04-21 16:34:03.560978,Retransmission,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.560980,Retransmission,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.561031,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.561032,,4380,1460,Congestion Avoidance
2020-04-21 16:34:03.561032,Triple Duplicate,6570,2190,Fast Recovery
2020-04-21 16:34:03.561032,,2190,2190,Congestion Avoidance
2020-04-21 16:34:03.561033,,3650,2190,Congestion Avoidance
2020-04-21 16:34:03.561033,Triple Duplicate,6205,1825,Fast Recovery
2020-04-21 16:34:03.561034,,1825,1825,Congestion Avoidance
2020-04-21 16:34:03.561034,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.561034,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.561035,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.561035,,4380,1460,Congestion Avoidance
2020-04-21 16:34:03.561036,,5840,1460,Congestion Avoidance
2020-04-21 16:34:03.561036,,7300,1460,Congestion Avoidance
2020-04-21 16:34:03.561036,Triple Duplicate,8030,3650,Fast Recovery
2020-04-21 16:34:03.561062,,3650,3650,Congestion Avoidance
2020-04-21 16:34:03.561062,Triple Duplicate,6205,1825,Fast Recovery
2020-04-21 16:34:03.561063,,1825,1825,Congestion Avoidance
2020-04-21 16:34:03.561063,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.561063,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.561064,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.561064,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.561064,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.561065,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.561065,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.561065,,1460,1460,Congestion Avoidance
2020-04-21 16:34:03.561066,,2920,1460,Congestion Avoidance
2020-04-21 16:34:03.561066,Triple Duplicate,5840,1460,Fast Recovery
2020-04-21 16:34:03.561067,,1460,1460,Congestion Avoidance
